raw_text,title,denomination,category,date_of_issue,Image
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 25.00",SURYA NAMASKAR,INR 25.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_10.jpg
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 25.00",SURYA NAMASKAR,INR 25.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_9.jpg
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 25.00",SURYA NAMASKAR,INR 25.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_8.jpg
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 25.00",SURYA NAMASKAR,INR 25.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_7.jpg
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 5.00",SURYA NAMASKAR,INR 5.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_6.jpg
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 5.00",SURYA NAMASKAR,INR 5.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_5.jpg
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 5.00",SURYA NAMASKAR,INR 5.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_4.jpg
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 5.00",SURYA NAMASKAR,INR 5.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_3.jpg
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 5.00",SURYA NAMASKAR,INR 5.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_2.jpg
"20th June 2016: SURYA NAMASKAR 
 Denomination INR 5.00",SURYA NAMASKAR,INR 5.00,,20 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\20062016_1.jpg
"10th June 2016: TATA POWER 
 Denomination INR 5.00",TATA POWER,INR 5.00,,10 Jun 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\TataPower1.jpg
"21st May 2016: Swami Chidananda 
 Denomination INR 5.00",Swami Chidananda,INR 5.00,,21 May 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Swamiji2.jpg
"27th April 2016: Govardhanram Tripathi 
 Denomination INR 5.00",Govardhanram Tripathi,INR 5.00,,27 Apr 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\stamp.jpg
"14th April 2016: FIRE SERVICES OF INDIA 
 Denomination INR 5.00",FIRE SERVICES OF INDIA,INR 5.00,,14 Apr 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Fire%20Services%20Of%20India%20Stamp.jpg
"13th March 2016: Allahabad High Court 
 Denomination INR 15.00",Allahabad High Court,INR 15.00,,13 Mar 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\AllahabadCourt_Stamp1.jpg
"13th March 2016: Allahabad High Court- Lucknow Bench 
 Denomination INR 5.00",Allahabad High Court- Lucknow Bench,INR 5.00,,13 Mar 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\AllahabadCourt_Stamp2.jpg
"11th March 2016: National Archives of India 
 Denomination INR 5.00",National Archives of India,INR 5.00,,11 Mar 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\NATIONAL%20ARCHIVES.jpg
"8th March 2016: INDIA-UN Women HeForShe 
 Denomination INR 5.00 and 25.00",INDIA-UN Women HeForShe,INR 5.00,,8 Mar 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\singlehfs.jpg
"4th March 2016: VASANTRAO SRINIVASSA SINAI DEMPO 
 Denomination INR 5.00",VASANTRAO SRINIVASSA SINAI DEMPO,INR 5.00,,4 Mar 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\dempo%20final%20copy.jpg
"6th February 2016: INTERNATIONAL FLEET REVIEW 
 Denomination INR 5.00",INTERNATIONAL FLEET REVIEW,INR 5.00,,6 Feb 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\ifr%20stamp%20copy.jpg
"25th January 2016: VIBRANT INDIA 
 Denomination INR 25.00",VIBRANT INDIA,INR 25.00,,25 Jan 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Vibrant.jpg
"24th January 2016: INCOME TAX APPELLATE TRIBUNAL 
 Denomination INR 5.00",INCOME TAX APPELLATE TRIBUNAL,INR 5.00,,24 Jan 2016,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\ITAT%20stamp%20single.jpg
"31st December  2017:  Justice Meher Chand Mahajan  
Denomination	INR 5.00",Justice Meher Chand Mahajan,INR 5.00,,31 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\jt%20mehr%20single.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan1.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan3.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan2.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan4.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan6.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan5.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan7.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan8.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan9.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan10.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan11.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan12.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan13.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan14.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan15.jpg
"30th December  2017:  INDIAN HAND FAN  
Denomination	INR 15.00",INDIAN HAND FAN,INR 15.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\handfan16.jpg
"30th December  2017:  India – Papua New Guinea : Joint Issue  
Denomination	INR 25.00",India – Papua New Guinea : Joint Issue,INR 25.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Png25.jpg
"30th December  2017:  India – Papua New Guinea : Joint Issue  
Denomination	INR 5.00",India – Papua New Guinea : Joint Issue,INR 5.00,,30 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Png5.jpg
"29th December  2017:  Dadabhai Naoroji  
Denomination	INR 5.00",Dadabhai Naoroji,INR 5.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\dadabhai%20naoroji%20single.jpg
"29th December  2017:  Stepwells  
Denomination	INR 5.00",Stepwells,INR 5.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell16.jpg
"29th December  2017:  Stepwells  
Denomination	INR 15.00",Stepwells,INR 15.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell15.jpg
"29th December  2017:  Stepwells  
Denomination	INR 5.00",Stepwells,INR 5.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell14.jpg
"29th December  2017:  Stepwells  
Denomination	INR 5.00",Stepwells,INR 5.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell13.jpg
"29th December  2017:  Stepwells  
Denomination	INR 5.00",Stepwells,INR 5.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell11.jpg
"29th December  2017:  Stepwells  
Denomination	INR 15.00",Stepwells,INR 15.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell12.jpg
"29th December  2017:  Stepwells  
Denomination	INR 15.00",Stepwells,INR 15.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell10.jpg
"29th December  2017:  Stepwells  
Denomination	INR 5.00",Stepwells,INR 5.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell8.jpg
"29th December  2017:  Stepwells  
Denomination	INR 15.00",Stepwells,INR 15.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell9.jpg
"29th December  2017:  Stepwells  
Denomination	INR 15.00",Stepwells,INR 15.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell7.jpg
"29th December  2017:  Stepwells  
Denomination	INR 15.00",Stepwells,INR 15.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell6.jpg
"29th December  2017:  Stepwells  
Denomination	INR 5.00",Stepwells,INR 5.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell5.jpg
"29th December  2017:  Stepwells  
Denomination	INR 5.00",Stepwells,INR 5.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell3.jpg
"29th December  2017:  Stepwells  
Denomination	INR 5.00",Stepwells,INR 5.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell4.jpg
"29th December  2017:  Stepwells  
Denomination	INR 15.00",Stepwells,INR 15.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell1.jpg
"29th December  2017:  Stepwells  
Denomination	INR 15.00",Stepwells,INR 15.00,,29 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Stepwell2.jpg
"28th December  2017:  Dr. SHIVAJIRAO GANESH PATWARDHAN  
Denomination	INR 5.00",Dr. SHIVAJIRAO GANESH PATWARDHAN,INR 5.00,,28 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\shivajirao%20.jpg
"26th December  2017:  Dr. SHAMBHUNATH SINGH  
Denomination	INR 5.00",Dr. SHAMBHUNATH SINGH,INR 5.00,,26 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\DR.%20SHAMBHUNATH%20SINGH.jpeg
"15th December  2017:  CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA  
Denomination	INR 5.00",CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,INR 5.00,,15 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\SaiBaba%20stamp.jpg
"07th December  2017:  INS KALVARI  
Denomination	INR 5.00",INS KALVARI,INR 5.00,,07 Dec 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\INS%20KALVARI%20STAMP.png
"27th November 2017:  MAHABHARAT  
Denomination	INR 50.00",MAHABHARAT,INR 50.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha18.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha17.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha16.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha15.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha14.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 25.00",MAHABHARAT,INR 25.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha13.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha12.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha11.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 25.00",MAHABHARAT,INR 25.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha10.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 25.00",MAHABHARAT,INR 25.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha9.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha8.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha7.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 25.00",MAHABHARAT,INR 25.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha6.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha5.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha4.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha3.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 15.00",MAHABHARAT,INR 15.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha2.jpeg
"27th November 2017:  MAHABHARAT  
Denomination	INR 10.00",MAHABHARAT,INR 10.00,,27 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Maha1.jpeg
"14th November 2017:  NEST  
Denomination	INR 15.00",NEST,INR 15.00,,14 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Nest2.jpeg
"14th November 2017:  NEST  
Denomination	INR 15.00",NEST,INR 15.00,,14 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Nest1.jpeg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Vada%20Pav.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\tirupati%20laddo.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\thekua.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\sevaniya.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\sandesh.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\pongal.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\poha%20jalebi.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\peda.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\motichur%20laddoo.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\modak.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\malpua.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Makke%20ki%20Roti%20Sarson%20ka%20Saag.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\mahaprasad%20chawal.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Litti%20Chokha.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Idli%20Dosa.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\golgappa.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\ghujia.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\dhokla.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Dal%20Bati.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\chhole%20Bhature.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\chappan%20bhog.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\biryani.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Bhagare%20Baingan.jpg
"03rd November 2017:  INDIAN CUISINE  
Denomination	INR 5.00",INDIAN CUISINE,INR 5.00,,03 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Baby%20Appam.jpg
"01st November 2017:  Bhimeswara Temple  
Denomination	INR 5.00",Bhimeswara Temple,INR 5.00,,01 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Bhimeswara%20Temple.jpg
"01st November 2017:  nannaya  
Denomination	INR 5.00",nannaya,INR 5.00,,01 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\nannaya.jpg
"01st November 2017:  Kavi Muddana  
Denomination	INR 5.00",Kavi Muddana,INR 5.00,,01 Nov 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Kavi%20Muddana.jpg
"11th October 2017:  NANAJI DESHMUKH  
Denomination	INR 5.00",NANAJI DESHMUKH,INR 5.00,,11 Oct 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\Nanaji_single.jpg
"26th October 2017:  India Russia-Joint Issue  
Denomination	INR 25.00",India Russia-Joint Issue,INR 25.00,,26 Oct 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\bhavai25.jpg
"26th October 2017:  India Russia-Joint Issue  
Denomination	INR 5.00",India Russia-Joint Issue,INR 5.00,,26 Oct 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\beryozka05.jpg
"23rd October 2017:  3 KUMAON (RIFLES)  
Denomination	INR 5.00",3 KUMAON (RIFLES),INR 5.00,,23 Oct 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\rifels.jpg
"15th October 2017:  Chhatrapati Shivaji International Airport  
Denomination	INR 15.00",Chhatrapati Shivaji International Airport,INR 15.00,,15 Oct 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\airport%201500.jpg
"15th October 2017:  Chhatrapati Shivaji International Airport  
Denomination	INR 5.00",Chhatrapati Shivaji International Airport,INR 5.00,,15 Oct 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\airport%20500%20mh.jpg
"07th October 2017:  RAPID ACTION FORCE  
Denomination	INR 5.00",RAPID ACTION FORCE,INR 5.00,,07 Oct 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\RAF%20single.jpeg
"22st September 2017:  RAMAYANA  
Denomination	INR 5.00",RAMAYANA,INR 5.00,,22 Sep 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\r11.jpeg
"22st September 2017:  RAMAYANA  
Denomination	INR 5.00",RAMAYANA,INR 5.00,,22 Sep 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\r10.jpeg
"22st September 2017:  RAMAYANA  
Denomination	INR 5.00",RAMAYANA,INR 5.00,,22 Sep 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\r9.jpeg
"22st September 2017:  RAMAYANA  
Denomination	INR 5.00",RAMAYANA,INR 5.00,,22 Sep 2017,https://postagestamps.gov.in/Imagebind.ashx?path=D:\websites\postagestampsnew\Uploads\r8.jpeg
