raw_text,title,denomination,category,date_of_issue,Image
"A commemorative postage stamp on  WILD LIFE : SNOW LEOPARD 

 Date of Issue:  29 Nov 1987
 Denomination: INR 5.00
 Category: Thematic",WILD LIFE : SNOW LEOPARD,INR 5.00,Thematic,29 Nov 1987,https://postagestamps.gov.in/Images/Stamps1987/29-11-1987-2.jpg
"A commemorative postage stamp on  FESTIVAL OF USSR IN INDIA 

 Date of Issue:  21 Nov 1987
 Denomination: INR 5.00
 Category: Event",FESTIVAL OF USSR IN INDIA,INR 5.00,Event,21 Nov 1987,https://postagestamps.gov.in/Images/Stamps1987/21-11-1987.jpg
"A commemorative postage stamp on  INDIAN TREES : CHINAR 

 Date of Issue:  19 Nov 1987
 Denomination: 60 nP
 Category: Thematic",INDIAN TREES : CHINAR,60 nP,Thematic,19 Nov 1987,https://postagestamps.gov.in/Images/Stamps1987/19-11-1987-4.jpg
"A commemorative postage stamp on  INDIAN TREES : PIPAL 

 Date of Issue:  19 Nov 1987
 Denomination: INR 1.50
 Category: Thematic",INDIAN TREES : PIPAL,INR 1.50,Thematic,19 Nov 1987,https://postagestamps.gov.in/Images/Stamps1987/19-11-1987-3.jpg
"A commemorative postage stamp on  INDIAN TREES : SAL 

 Date of Issue:  19 Nov 1987
 Denomination: INR 5.00
 Category: Thematic",INDIAN TREES : SAL,INR 5.00,Thematic,19 Nov 1987,https://postagestamps.gov.in/Images/Stamps1987/19-11-1987-1.jpg
"A commemorative postage stamp on  INDIAN TREES : BANYAN 

 Date of Issue:  19 Nov 1987
 Denomination: INR 6.50
 Category: Thematic",INDIAN TREES : BANYAN,INR 6.50,Thematic,19 Nov 1987,https://postagestamps.gov.in/Images/Stamps1987/19-11-1987-2.jpg
"A commemorative postage stamp on  CHILDREN'S DAY 

 Date of Issue:  14 Nov 1987
 Denomination: 60 nP
 Category: Event",CHILDREN'S DAY,60 nP,Event,14 Nov 1987,https://postagestamps.gov.in/Images/Stamps1987/14-11-1987.jpg
"A commemorative postage stamp on  TYAGMURTI GOSWAMI GANESHDUTT 

 Date of Issue:  02 Nov 1987
 Denomination: 60 nP
 Category: Personality",TYAGMURTI GOSWAMI GANESHDUTT,60 nP,Personality,02 Nov 1987,https://postagestamps.gov.in/Images/Stamps1987/02-11-1987.jpg
"A commemorative postage stamp on  INDIA - 89 WORLD PHILATELIC EXHIBITION : IRON PILLAR, DELHI 

 Date of Issue:  17 Oct 1987
 Denomination: 60 nP
 Category: Event","INDIA - 89 WORLD PHILATELIC EXHIBITION : IRON PILLAR, DELHI",60 nP,Event,17 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/17-10-1987-4.jpg
"A commemorative postage stamp on  INDIA - 89 WORLD PHILATELIC EXHIBITION : INDIA GATE, NEW DELHI 

 Date of Issue:  17 Oct 1987
 Denomination: INR 1.50
 Category: Event","INDIA - 89 WORLD PHILATELIC EXHIBITION : INDIA GATE, NEW DELHI",INR 1.50,Event,17 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/17-10-1987-3.jpg
"A commemorative postage stamp on  INDIA - 89 WORLD PHILATELIC EXHIBITION : DEWAN-E-KHAS IN RED FORT, DELHI 

 Date of Issue:  17 Oct 1987
 Denomination: INR 5.00
 Category: Event","INDIA - 89 WORLD PHILATELIC EXHIBITION : DEWAN-E-KHAS IN RED FORT, DELHI",INR 5.00,Event,17 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/17-10-1987-1.jpg
"A commemorative postage stamp on  INDIA - 89 WORLD PHILATELIC EXHIBITION : OLD FORT, DELHI 

 Date of Issue:  17 Oct 1987
 Denomination: INR 6.50
 Category: Event","INDIA - 89 WORLD PHILATELIC EXHIBITION : OLD FORT, DELHI",INR 6.50,Event,17 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/17-10-1987-2.jpg
"A commemorative postage stamp on  100 YEARS OF SERVICE TO THE BLIND 

 Date of Issue:  15 Oct 1987
 Denomination: INR 1.00
 Category: Event",100 YEARS OF SERVICE TO THE BLIND,INR 1.00,Event,15 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/15-10-1987-2.jpg
"A commemorative postage stamp on  EYE DONATION 

 Date of Issue:  15 Oct 1987
 Denomination: INR 2.00
 Category: Thematic",EYE DONATION,INR 2.00,Thematic,15 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/15-10-1987-1.jpg
"A commemorative postage stamp on  ASIA REGIONAL CONFERENCE OF THE ROTARY INTERNATIONAL 

 Date of Issue:  14 Oct 1987
 Denomination: 60 nP
 Category: Event",ASIA REGIONAL CONFERENCE OF THE ROTARY INTERNATIONAL,60 nP,Event,14 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/14-10-1987-2.jpg
"A commemorative postage stamp on  ASIA REGIONAL CONFERENCE OF THE ROTARY INTERNATIONAL : POLIO IMMUNISATION PROGRAMME 

 Date of Issue:  14 Oct 1987
 Denomination: INR 6.50
 Category: Event",ASIA REGIONAL CONFERENCE OF THE ROTARY INTERNATIONAL : POLIO IMMUNISATION PROGRAMME,INR 6.50,Event,14 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/14-10-1987-1.jpg
"A commemorative postage stamp on  INTERNATIONAL YEAR OF SHELTER FOR THE HOMELESS 

 Date of Issue:  05 Oct 1987
 Denomination: INR 5.00
 Category: Event",INTERNATIONAL YEAR OF SHELTER FOR THE HOMELESS,INR 5.00,Event,05 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/05-10-1987.jpg
"A commemorative postage stamp on  CHHATRASAL 

 Date of Issue:  02 Oct 1987
 Denomination: 60 nP
 Category: Personality",CHHATRASAL,60 nP,Personality,02 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/02-10-1987.jpg
"A commemorative postage stamp on  PHOOLWALON KI SAIR 

 Date of Issue:  01 Oct 1987
 Denomination: INR 2.00
 Category: Event",PHOOLWALON KI SAIR,INR 2.00,Event,01 Oct 1987,https://postagestamps.gov.in/Images/Stamps1987/01-10-1987.jpg
"A commemorative postage stamp on  UNIVERSITY OF ALLAHABAD CENTENARY 

 Date of Issue:  23 Sep 1987
 Denomination: INR 2.00
 Category: Institution",UNIVERSITY OF ALLAHABAD CENTENARY,INR 2.00,Institution,23 Sep 1987,https://postagestamps.gov.in/Images/Stamps1987/23-09-1987.jpg
"A commemorative postage stamp on  SRI SRI THAKUR ANUKULCHANDRA 1888-1969 

 Date of Issue:  02 Sep 1987
 Denomination: INR 1.00
 Category: Personality",SRI SRI THAKUR ANUKULCHANDRA 1888-1969,INR 1.00,Personality,02 Sep 1987,https://postagestamps.gov.in/Images/Stamps1987/02-09-1987.jpg
"A commemorative postage stamp on  GURU GHASIDAS 

 Date of Issue:  01 Sep 1987
 Denomination: 60 nP
 Category: Personality",GURU GHASIDAS,60 nP,Personality,01 Sep 1987,https://postagestamps.gov.in/Images/Stamps1987/01-09-1987.jpg
"A commemorative postage stamp on  S SATYAMURTI 

 Date of Issue:  22 Aug 1987
 Denomination: 60 nP
 Category: Personality",S SATYAMURTI,60 nP,Personality,22 Aug 1987,https://postagestamps.gov.in/Images/Stamps1987/22-08-1987.jpg
"A commemorative postage stamp on  SANT HARCHAND SINGH LONGOWAL 

 Date of Issue:  20 Aug 1987
 Denomination: INR 1.00
 Category: Personality",SANT HARCHAND SINGH LONGOWAL,INR 1.00,Personality,20 Aug 1987,https://postagestamps.gov.in/Images/Stamps1987/20-08-1987.jpg
"A commemorative postage stamp on  FORTY YEARS OF FREEDOM 1947-1987 

 Date of Issue:  15 Aug 1987
 Denomination: 60 nP
 Category: Event",FORTY YEARS OF FREEDOM 1947-1987,60 nP,Event,15 Aug 1987,https://postagestamps.gov.in/Images/Stamps1987/15-08-1987.jpg
"A commemorative postage stamp on  FESTIVAL OF INDIA - SADYAH-SNATA, SANGHOL 

 Date of Issue:  03 Jul 1987
 Denomination: INR 6.50
 Category: Event","FESTIVAL OF INDIA - SADYAH-SNATA, SANGHOL",INR 6.50,Event,03 Jul 1987,https://postagestamps.gov.in/Images/Stamps1987/03-07-1987.jpg
"A commemorative postage stamp on  DR. KAILAS NATH KATJU 

 Date of Issue:  17 Jun 1987
 Denomination: 60 nP
 Category: Personality",DR. KAILAS NATH KATJU,60 nP,Personality,17 Jun 1987,https://postagestamps.gov.in/Images/Stamps1987/17-06-1987.jpg
"A commemorative postage stamp on  INDIA 89 - WORLD PHILATELIC EXHIBITION NEW DELHI 

 Date of Issue:  15 Jun 1987
 Denomination: 50 nP
 Category: Event",INDIA 89 - WORLD PHILATELIC EXHIBITION NEW DELHI,50 nP,Event,15 Jun 1987,https://postagestamps.gov.in/Images/Stamps1987/15-06-1987-2.jpg
"A commemorative postage stamp on  INDIA 89 - WORLD PHILATELIC EXHIBITION - NEW DELHI 

 Date of Issue:  15 Jun 1987
 Denomination: INR 5.00
 Category: Event",INDIA 89 - WORLD PHILATELIC EXHIBITION - NEW DELHI,INR 5.00,Event,15 Jun 1987,https://postagestamps.gov.in/Images/Stamps1987/15-06-1987-1.jpg
"A commemorative postage stamp on  7 MECHANISED BATTALION (1 DOGRA) 1887-1987 

 Date of Issue:  03 Jun 1987
 Denomination: INR 1.00
 Category: Defence",7 MECHANISED BATTALION (1 DOGRA) 1887-1987,INR 1.00,Defence,03 Jun 1987,https://postagestamps.gov.in/Images/Stamps1987/03-06-1987.jpg
"A commemorative postage stamp on  J KRISHNAMURTI 

 Date of Issue:  11 May 1987
 Denomination: 60 nP
 Category: Personality",J KRISHNAMURTI,60 nP,Personality,11 May 1987,https://postagestamps.gov.in/Images/Stamps1987/11-05-1987.jpg
"A commemorative postage stamp on  THE GARHWAL RIFLES AND THE GARHWAL SCOUTS 1887-1987 

 Date of Issue:  10 May 1987
 Denomination: INR 1.00
 Category: Defence",THE GARHWAL RIFLES AND THE GARHWAL SCOUTS 1887-1987,INR 1.00,Defence,10 May 1987,https://postagestamps.gov.in/Images/Stamps1987/10-05-1987.jpg
"A commemorative postage stamp on  GURUDEV RABINDRANATH TAGORE 

 Date of Issue:  08 May 1987
 Denomination: INR 2.00
 Category: Personality",GURUDEV RABINDRANATH TAGORE,INR 2.00,Personality,08 May 1987,https://postagestamps.gov.in/Images/Stamps1987/08-05-1987.jpg
"A commemorative postage stamp on  SHREE SHREE MA ANANDAMAYEE 

 Date of Issue:  01 May 1987
 Denomination: INR 1.00
 Category: Personality",SHREE SHREE MA ANANDAMAYEE,INR 1.00,Personality,01 May 1987,https://postagestamps.gov.in/Images/Stamps1987/01-05-1987.jpg
"A commemorative postage stamp on  T RAMASWAMY CHOWDARY 

 Date of Issue:  25 Apr 1987
 Denomination: 60 nP
 Category: Personality",T RAMASWAMY CHOWDARY,60 nP,Personality,25 Apr 1987,https://postagestamps.gov.in/Images/Stamps1987/25-04-1987.jpg
"A commemorative postage stamp on  MADRAS CHRISTIAN COLLEGE 

 Date of Issue:  16 Apr 1987
 Denomination: INR 1.50
 Category: Institution",MADRAS CHRISTIAN COLLEGE,INR 1.50,Institution,16 Apr 1987,https://postagestamps.gov.in/Images/Stamps1987/16-04-1987.jpg
"A commemorative postage stamp on  KAILA BHOMORA BRIDGE, ASSAM 

 Date of Issue:  14 Apr 1987
 Denomination: INR 2.00
 Category: Institution","KAILA BHOMORA BRIDGE, ASSAM",INR 2.00,Institution,14 Apr 1987,https://postagestamps.gov.in/Images/Stamps1987/14-04-1987.jpg
"A commemorative postage stamp on  CENTENARY OF SOUTH EASTERN RAILWAY 1887-1987 

 Date of Issue:  28 Mar 1987
 Denomination: INR 1.00
 Category: Event",CENTENARY OF SOUTH EASTERN RAILWAY 1887-1987,INR 1.00,Event,28 Mar 1987,https://postagestamps.gov.in/Images/Stamps1987/28-03-1987-4.jpg
"A commemorative postage stamp on  CENTENARY OF SOUTH EASTERN RAILWAY 1887-1987 

 Date of Issue:  28 Mar 1987
 Denomination: INR 1.50
 Category: Event",CENTENARY OF SOUTH EASTERN RAILWAY 1887-1987,INR 1.50,Event,28 Mar 1987,https://postagestamps.gov.in/Images/Stamps1987/28-03-1987-2.jpg
"A commemorative postage stamp on  CENTENARY OF SOUTH EASTERN RAILWAY 1887-1987 

 Date of Issue:  28 Mar 1987
 Denomination: INR 2.00
 Category: Event",CENTENARY OF SOUTH EASTERN RAILWAY 1887-1987,INR 2.00,Event,28 Mar 1987,https://postagestamps.gov.in/Images/Stamps1987/28-03-1987-1.jpg
"A commemorative postage stamp on  CENTENARY OF SOUTH EASTERN RAILWAY 1887-1987 

 Date of Issue:  28 Mar 1987
 Denomination: INR 4.00
 Category: Event",CENTENARY OF SOUTH EASTERN RAILWAY 1887-1987,INR 4.00,Event,28 Mar 1987,https://postagestamps.gov.in/Images/Stamps1987/28-03-1987-3.jpg
"A commemorative postage stamp on  M N ROY 

 Date of Issue:  21 Mar 1987
 Denomination: 60 nP
 Category: Personality",M N ROY,60 nP,Personality,21 Mar 1987,https://postagestamps.gov.in/Images/Stamps1987/21-03-1987.jpg
"A commemorative postage stamp on  LALA HAR DAYAL 

 Date of Issue:  18 Mar 1987
 Denomination: 60 nP
 Category: Personality",LALA HAR DAYAL,60 nP,Personality,18 Mar 1987,https://postagestamps.gov.in/Images/Stamps1987/18-03-1987.jpg
"A commemorative postage stamp on  HAKIM AJMAL KHAN 

 Date of Issue:  13 Feb 1987
 Denomination: 60 nP
 Category: Personality",HAKIM AJMAL KHAN,60 nP,Personality,13 Feb 1987,https://postagestamps.gov.in/Images/Stamps1987/13-02-1987.jpg
"A commemorative postage stamp on  29TH CONGRESS OF ICC NEW DELHI 

 Date of Issue:  11 Feb 1987
 Denomination: INR 5.00
 Category: Event",29TH CONGRESS OF ICC NEW DELHI,INR 5.00,Event,11 Feb 1987,https://postagestamps.gov.in/Images/Stamps1987/11-02-1987.jpg
"A commemorative postage stamp on  AFRICA FUND 

 Date of Issue:  25 Jan 1987
 Denomination: INR 6.50
 Category: Thematic",AFRICA FUND,INR 6.50,Thematic,25 Jan 1987,https://postagestamps.gov.in/Images/Stamps1987/25-01-1987.jpg
"A commemorative postage stamp on  FIRST INDIAN SAILING EXPEDITION AROUND THE WORLD 1985-1987 

 Date of Issue:  10 Jan 1987
 Denomination: INR 6.50
 Category: Event",FIRST INDIAN SAILING EXPEDITION AROUND THE WORLD 1985-1987,INR 6.50,Event,10 Jan 1987,https://postagestamps.gov.in/Images/Stamps1987/10-01-1987.jpg
"A commemorative postage stamp on  K M MUNSHI 

 Date of Issue:  30 Dec 1988
 Denomination: 60 nP
 Category: Personality",K M MUNSHI,60 nP,Personality,30 Dec 1988,https://postagestamps.gov.in/Images/Stamps1988/30-12-1988.jpg
"A commemorative postage stamp on  INDIA - 89 WORLD PHILATELIC EXHIBITION : EARLY D L O CANCELLATION 

 Date of Issue:  20 Dec 1988
 Denomination: 60 nP
 Category: Event",INDIA - 89 WORLD PHILATELIC EXHIBITION : EARLY D L O CANCELLATION,60 nP,Event,20 Dec 1988,https://postagestamps.gov.in/Images/Stamps1988/20-12-1988-1.jpg
"A commemorative postage stamp on  INDIA - 89 WORLD PHILATELIC EXHIBITION : EARLY R M S CANCELLATION 

 Date of Issue:  20 Dec 1988
 Denomination: INR 6.50
 Category: Event",INDIA - 89 WORLD PHILATELIC EXHIBITION : EARLY R M S CANCELLATION,INR 6.50,Event,20 Dec 1988,https://postagestamps.gov.in/Images/Stamps1988/20-12-1988-2.jpg
"A commemorative postage stamp on  BHAKRA DAM 1963-1988 

 Date of Issue:  15 Dec 1988
 Denomination: 60 nP
 Category: Thematic",BHAKRA DAM 1963-1988,60 nP,Thematic,15 Dec 1988,https://postagestamps.gov.in/Images/Stamps1988/15-12-1988.jpg
"A commemorative postage stamp on  SHEIKH MOHAMMED ABDULLAH 

 Date of Issue:  05 Dec 1988
 Denomination: 60 nP
 Category: Personality",SHEIKH MOHAMMED ABDULLAH,60 nP,Personality,05 Dec 1988,https://postagestamps.gov.in/Images/Stamps1988/05-12-1988.jpg
"A commemorative postage stamp on  BIRSA MUNDA 

 Date of Issue:  15 Nov 1988
 Denomination: 60 nP
 Category: Personality",BIRSA MUNDA,60 nP,Personality,15 Nov 1988,https://postagestamps.gov.in/Images/Stamps1988/15-11-1988.jpg
"A commemorative postage stamp on  JAWAHARLAL NEHRU CENTENARY 

 Date of Issue:  14 Nov 1988
 Denomination: 60 nP
 Category: Event",JAWAHARLAL NEHRU CENTENARY,60 nP,Event,14 Nov 1988,https://postagestamps.gov.in/Images/Stamps1988/14-11-1988-2.jpg
"A commemorative postage stamp on  JAWAHARLAL NEHRU CENTENARY : JAWAHARLAL NEHRU 

 Date of Issue:  14 Nov 1988
 Denomination: INR 1.00
 Category: Event",JAWAHARLAL NEHRU CENTENARY : JAWAHARLAL NEHRU,INR 1.00,Event,14 Nov 1988,https://postagestamps.gov.in/Images/Stamps1988/14-11-1988-1.jpg
"A commemorative postage stamp on  MAULANA ABUL KALAM AZAD CENTENARY 1888-1988 

 Date of Issue:  11 Nov 1988
 Denomination: 60 nP
 Category: Personality",MAULANA ABUL KALAM AZAD CENTENARY 1888-1988,60 nP,Personality,11 Nov 1988,https://postagestamps.gov.in/Images/Stamps1988/11-11-1988.jpg
"A commemorative postage stamp on  THE TIMES OF INDIA 

 Date of Issue:  03 Nov 1988
 Denomination: INR 1.50
 Category: Institution",THE TIMES OF INDIA,INR 1.50,Institution,03 Nov 1988,https://postagestamps.gov.in/Images/Stamps1988/03-11-1988.jpg
"A commemorative postage stamp on  INDIA - 89 : BANGALORE GPO 

 Date of Issue:  09 Oct 1988
 Denomination: INR 4.00
 Category: Event",INDIA - 89 : BANGALORE GPO,INR 4.00,Event,09 Oct 1988,https://postagestamps.gov.in/Images/Stamps1988/09-10-1988-1.jpg
"A commemorative postage stamp on  INDIA - 89 : BOMBAY GPO 

 Date of Issue:  09 Oct 1988
 Denomination: INR 5.00
 Category: Event",INDIA - 89 : BOMBAY GPO,INR 5.00,Event,09 Oct 1988,https://postagestamps.gov.in/Images/Stamps1988/09-10-1988-2.jpg
"A commemorative postage stamp on  JERDON'S COURSER 

 Date of Issue:  07 Oct 1988
 Denomination: INR 1.00
 Category: Thematic",JERDON'S COURSER,INR 1.00,Thematic,07 Oct 1988,https://postagestamps.gov.in/Images/Stamps1988/07-10-1988.jpg
"A commemorative postage stamp on  BABA KHARAK SINGH 

 Date of Issue:  06 Oct 1988
 Denomination: 60 nP
 Category: Personality",BABA KHARAK SINGH,60 nP,Personality,06 Oct 1988,https://postagestamps.gov.in/Images/Stamps1988/06-10-1988.jpg
"A commemorative postage stamp on  SPORTS - 1988 : INDIAN OLYMPIC ASSOCIATION 

 Date of Issue:  17 Sep 1988
 Denomination: 60 nP
 Category: Event",SPORTS - 1988 : INDIAN OLYMPIC ASSOCIATION,60 nP,Event,17 Sep 1988,https://postagestamps.gov.in/Images/Stamps1988/17-09-1988-2.jpg
"A commemorative postage stamp on  SPORTS - 1988 : FREEDOM FORTY - GLORY OF SPORT 

 Date of Issue:  17 Sep 1988
 Denomination: INR 5.00
 Category: Event",SPORTS - 1988 : FREEDOM FORTY - GLORY OF SPORT,INR 5.00,Event,17 Sep 1988,https://postagestamps.gov.in/Images/Stamps1988/17-09-1988-1.jpg
"A commemorative postage stamp on  HINDI DAY 

 Date of Issue:  14 Sep 1988
 Denomination: 60 nP
 Category: Event",HINDI DAY,60 nP,Event,14 Sep 1988,https://postagestamps.gov.in/Images/Stamps1988/14-09-1988.jpg
"A commemorative postage stamp on  GOPINATH KAVIRAJ 

 Date of Issue:  07 Sep 1988
 Denomination: 60 nP
 Category: Personality",GOPINATH KAVIRAJ,60 nP,Personality,07 Sep 1988,https://postagestamps.gov.in/Images/Stamps1988/07-09-1988.jpg
"A commemorative postage stamp on  SARAT CHANDRA BOSE 

 Date of Issue:  06 Sep 1988
 Denomination: 60 nP
 Category: Personality",SARAT CHANDRA BOSE,60 nP,Personality,06 Sep 1988,https://postagestamps.gov.in/Images/Stamps1988/06-09-1988.jpg
"A commemorative postage stamp on  DURGADAS RATHORE 

 Date of Issue:  26 Aug 1988
 Denomination: 60 nP
 Category: Personality",DURGADAS RATHORE,60 nP,Personality,26 Aug 1988,https://postagestamps.gov.in/Images/Stamps1988/26-08-1988.jpg
"A commemorative postage stamp on  FREEDOM FORTY-SWARAJ (SE-TENANT) 

 Date of Issue:  16 Aug 1988
 Denomination: 60 nP
 Category: Thematic",FREEDOM FORTY-SWARAJ (SE-TENANT),60 nP,Thematic,16 Aug 1988,https://postagestamps.gov.in/Images/Stamps1988/16-08-1988.jpg
"A commemorative postage stamp on  Y S PARMAR 

 Date of Issue:  04 Aug 1988
 Denomination: 60 nP
 Category: Personality",Y S PARMAR,60 nP,Personality,04 Aug 1988,https://postagestamps.gov.in/Images/Stamps1988/04-08-1988.jpg
"A commemorative postage stamp on  ACHARYA SHANTI DEV 

 Date of Issue:  28 Jul 1988
 Denomination: 60 nP
 Category: Personality",ACHARYA SHANTI DEV,60 nP,Personality,28 Jul 1988,https://postagestamps.gov.in/Images/Stamps1988/28-07-1988.jpg
"A commemorative postage stamp on  SHIVPRASAD GUPTA 

 Date of Issue:  28 Jun 1988
 Denomination: 60 nP
 Category: Personality",SHIVPRASAD GUPTA,60 nP,Personality,28 Jun 1988,https://postagestamps.gov.in/Images/Stamps1988/28-06-1988.jpg
"A commemorative postage stamp on  RANI DURGAWATI 

 Date of Issue:  24 Jun 1988
 Denomination: 60 nP
 Category: Personality",RANI DURGAWATI,60 nP,Personality,24 Jun 1988,https://postagestamps.gov.in/Images/Stamps1988/24-06-1988.jpg
"A commemorative postage stamp on  KULADHOR CHALIHA 

 Date of Issue:  19 Jun 1988
 Denomination: 60 nP
 Category: Personality",KULADHOR CHALIHA,60 nP,Personality,19 Jun 1988,https://postagestamps.gov.in/Images/Stamps1988/19-06-1988.jpg
"A commemorative postage stamp on  DR. ANUGRAH NARAIN SINGH 

 Date of Issue:  18 Jun 1988
 Denomination: 60 nP
 Category: Personality",DR. ANUGRAH NARAIN SINGH,60 nP,Personality,18 Jun 1988,https://postagestamps.gov.in/Images/Stamps1988/18-06-1988.jpg
"A commemorative postage stamp on  KHEJRI TREE 

 Date of Issue:  05 Jun 1988
 Denomination: 60 nP
 Category: Thematic",KHEJRI TREE,60 nP,Thematic,05 Jun 1988,https://postagestamps.gov.in/Images/Stamps1988/05-06-1988.jpg
"A commemorative postage stamp on  LAWRENCE SCHOOL, LOVEDALE 

 Date of Issue:  31 May 1988
 Denomination: INR 1.00
 Category: Institution","LAWRENCE SCHOOL, LOVEDALE",INR 1.00,Institution,31 May 1988,https://postagestamps.gov.in/Images/Stamps1988/31-05-1988.jpg
